Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,Contra Costa County,01/01/1996,1996,January,N,Final,453100,427000,26100,0.058
County,Del Norte County,01/01/1996,1996,January,N,Final,10020,8770,1250,0.124
County,El Dorado County,01/01/1996,1996,January,N,Final,73500,68000,5500,0.075
County,Fresno County,01/01/1996,1996,January,N,Final,363600,303400,60200,0.165
County,Glenn County,01/01/1996,1996,January,N,Final,11040,9020,2020,0.183
County,Humboldt County,01/01/1996,1996,January,N,Final,60000,54100,5800,0.097
County,Imperial County,01/01/1996,1996,January,N,Final,57200,40500,16600,0.291
County,Inyo County,01/01/1996,1996,January,N,Final,7050,6310,740,0.104
County,Kern County,01/01/1996,1996,January,N,Final,267400,226600,40800,0.153
County,Kings County,01/01/1996,1996,January,N,Final,42000,34800,7100,0.17
County,Lake County,01/01/1996,1996,January,N,Final,23010,19940,3070,0.133
County,Lassen County,01/01/1996,1996,January,N,Final,11470,9700,1770,0.154
County,Los Angeles County,01/01/1996,1996,January,N,Final,4264900,3874800,390100,0.091
County,Los Angeles County,01/01/1996,1996,January,Y,Final,4294800,3929000,365800,0.085
County,Madera County,01/01/1996,1996,January,N,Final,50500,42200,8300,0.164
County,Marin County,01/01/1996,1996,January,N,Final,127000,122000,5000,0.039
County,Mariposa County,01/01/1996,1996,January,N,Final,7240,6060,1190,0.164
County,Mendocino County,01/01/1996,1996,January,N,Final,40520,35820,4700,0.116
County,Merced County,01/01/1996,1996,January,N,Final,79600,62800,16800,0.211
County,Modoc County,01/01/1996,1996,January,N,Final,4100,3440,660,0.16
County,Mono County,01/01/1996,1996,January,N,Final,6570,5960,610,0.092
County,Monterey County,01/01/1996,1996,January,N,Final,176000,141500,34600,0.196
County,Napa County,01/01/1996,1996,January,N,Final,56500,52400,4100,0.073
County,Nevada County,01/01/1996,1996,January,N,Final,39590,36170,3430,0.087
County,Orange County,01/01/1996,1996,January,N,Final,1317500,1254400,63100,0.048
County,Placer County,01/01/1996,1996,January,N,Final,105200,98400,6800,0.065
County,Plumas County,01/01/1996,1996,January,N,Final,9510,7640,1860,0.196
County,Riverside County,01/01/1996,1996,January,N,Final,610000,556800,53200,0.087
County,Sacramento County,01/01/1996,1996,January,N,Final,535800,497300,38500,0.072
County,San Benito County,01/01/1996,1996,January,N,Final,22900,19300,3500,0.155
County,San Bernardino County,01/01/1996,1996,January,N,Final,683300,627300,56000,0.082
County,San Diego County,01/01/1996,1996,January,N,Final,1221600,1145300,76200,0.062
County,San Francisco County,01/01/1996,1996,January,N,Final,394900,372200,22700,0.058
County,San Joaquin County,01/01/1996,1996,January,N,Final,235300,201700,33600,0.143
County,San Luis Obispo County,01/01/1996,1996,January,N,Final,99100,92300,6800,0.069
County,San Mateo County,01/01/1996,1996,January,N,Final,370000,355400,14500,0.039
County,Santa Barbara County,01/01/1996,1996,January,N,Final,187900,173700,14200,0.076
County,Santa Clara County,01/01/1996,1996,January,N,Final,869100,833000,36100,0.042
County,Santa Cruz County,01/01/1996,1996,January,N,Final,134600,117400,17100,0.127
County,Shasta County,01/01/1996,1996,January,N,Final,72300,63000,9300,0.128
County,Sierra County,01/01/1996,1996,January,N,Final,1630,1330,300,0.184
County,Siskiyou County,01/01/1996,1996,January,N,Final,18510,14910,3610,0.195
County,Solano County,01/01/1996,1996,January,N,Final,168800,153700,15100,0.09
County,Sonoma County,01/01/1996,1996,January,N,Final,223500,211200,12300,0.055
County,Stanislaus County,01/01/1996,1996,January,N,Final,188900,156700,32200,0.17
County,Sutter County,01/01/1996,1996,January,N,Final,33000,26500,6500,0.196
County,Tehama County,01/01/1996,1996,January,N,Final,22620,19680,2940,0.13
County,Trinity County,01/01/1996,1996,January,N,Final,4930,3920,1010,0.205
County,Tulare County,01/01/1996,1996,January,N,Final,156900,127000,29900,0.19
County,Tuolumne County,01/01/1996,1996,January,N,Final,18950,16190,2760,0.146
County,Ventura County,01/01/1996,1996,January,N,Final,374000,344700,29400,0.078
County,Yolo County,01/01/1996,1996,January,N,Final,85400,77600,7800,0.091
County,Yuba County,01/01/1996,1996,January,N,Final,20200,16500,3700,0.182
County,Alameda County,01/01/1997,1997,January,N,Final,685600,651600,34000,0.05
County,Alpine County,01/01/1997,1997,January,N,Final,720,680,50,0.064
County,Amador County,01/01/1997,1997,January,N,Final,13110,12090,1020,0.078
County,Butte County,01/01/1997,1997,January,N,Final,82800,74100,8700,0.104
County,Calaveras County,01/01/1997,1997,January,N,Final,14130,12580,1540,0.109
County,Colusa County,01/01/1997,1997,January,N,Final,8710,5990,2710,0.312
County,Contra Costa County,01/01/1997,1997,January,N,Final,464600,442100,22400,0.048
County,Del Norte County,01/01/1997,1997,January,N,Final,10240,9010,1240,0.121
County,El Dorado County,01/01/1997,1997,January,N,Final,75700,70200,5500,0.073
County,Fresno County,01/01/1997,1997,January,N,Final,366400,306700,59700,0.163
County,Glenn County,01/01/1997,1997,January,N,Final,11050,9180,1870,0.169
County,Humboldt County,01/01/1997,1997,January,N,Final,60100,54800,5300,0.088
County,Imperial County,01/01/1997,1997,January,N,Final,56200,42000,14200,0.252
County,Inyo County,01/01/1997,1997,January,N,Final,7200,6440,760,0.105
County,Kern County,01/01/1997,1997,January,N,Final,273900,234100,39800,0.145
County,Kings County,01/01/1997,1997,January,N,Final,43000,35600,7400,0.172
County,Lake County,01/01/1997,1997,January,N,Final,22480,19480,3000,0.133
County,Lassen County,01/01/1997,1997,January,N,Final,11840,10160,1680,0.142
County,Los Angeles County,01/01/1997,1997,January,N,Final,4355200,4004900,350400,0.08
County,Los Angeles County,01/01/1997,1997,January,Y,Final,4371400,4041600,329800,0.075
County,Madera County,01/01/1997,1997,January,N,Final,51100,42900,8200,0.16
County,Marin County,01/01/1997,1997,January,N,Final,129400,125400,4000,0.031
County,Mariposa County,01/01/1997,1997,January,N,Final,6430,5040,1400,0.217
County,Mendocino County,01/01/1997,1997,January,N,Final,40930,36250,4680,0.114
County,Merced County,01/01/1997,1997,January,N,Final,81900,65200,16700,0.204
County,Modoc County,01/01/1997,1997,January,N,Final,3920,3320,600,0.152
County,Mono County,01/01/1997,1997,January,N,Final,6850,6340,500,0.073
County,Monterey County,01/01/1997,1997,January,N,Final,180600,147400,33200,0.184
County,Napa County,01/01/1997,1997,January,N,Final,57900,53800,4100,0.07
County,Nevada County,01/01/1997,1997,January,N,Final,40830,37780,3050,0.075
County,Orange County,01/01/1997,1997,January,N,Final,1347100,1296000,51200,0.038
County,Placer County,01/01/1997,1997,January,N,Final,108700,102700,6100,0.056
County,Plumas County,01/01/1997,1997,January,N,Final,9400,7770,1630,0.173
County,Riverside County,01/01/1997,1997,January,N,Final,632400,581500,50900,0.081
County,Sacramento County,01/01/1997,1997,January,N,Final,544400,510000,34400,0.063
County,San Benito County,01/01/1997,1997,January,N,Final,25400,21700,3700,0.146
County,San Bernardino County,01/01/1997,1997,January,N,Final,699100,649500,49600,0.071
County,San Diego County,01/01/1997,1997,January,N,Final,1255400,1193400,62000,0.049
County,San Francisco County,01/01/1997,1997,January,N,Final,403800,386500,17300,0.043
County,San Joaquin County,01/01/1997,1997,January,N,Final,238900,207000,31800,0.133
County,San Luis Obispo County,01/01/1997,1997,January,N,Final,101500,95200,6300,0.062
County,San Mateo County,01/01/1997,1997,January,N,Final,380600,368900,11700,0.031
County,Santa Barbara County,01/01/1997,1997,January,N,Final,192100,178800,13300,0.069
County,Santa Clara County,01/01/1997,1997,January,N,Final,907000,874600,32400,0.036
County,Santa Cruz County,01/01/1997,1997,January,N,Final,138400,121800,16600,0.12
County,Shasta County,01/01/1997,1997,January,N,Final,72800,64500,8300,0.114
County,Sierra County,01/01/1997,1997,January,N,Final,1600,1340,270,0.166
County,Siskiyou County,01/01/1997,1997,January,N,Final,18370,15230,3140,0.171
County,Solano County,01/01/1997,1997,January,N,Final,173000,159400,13700,0.079
County,Sonoma County,01/01/1997,1997,January,N,Final,232700,221900,10800,0.046
County,Stanislaus County,01/01/1997,1997,January,N,Final,191800,161400,30400,0.159
County,Sutter County,01/01/1997,1997,January,N,Final,33900,27600,6400,0.188
County,Tehama County,01/01/1997,1997,January,N,Final,23860,21320,2540,0.107
County,Trinity County,01/01/1997,1997,January,N,Final,4950,4010,940,0.19
County,Tulare County,01/01/1997,1997,January,N,Final,159800,130500,29300,0.183
County,Tuolumne County,01/01/1997,1997,January,N,Final,19640,17410,2230,0.114
County,Ventura County,01/01/1997,1997,January,N,Final,375800,348600,27200,0.072
County,Yolo County,01/01/1997,1997,January,N,Final,85000,77700,7400,0.087
County,Yuba County,01/01/1997,1997,January,N,Final,20100,16700,3400,0.17
County,Alameda County,01/01/1998,1998,January,N,Final,696300,667000,29300,0.042
County,Alpine County,01/01/1998,1998,January,N,Final,790,740,50,0.063
County,Amador County,01/01/1998,1998,January,N,Final,13220,12250,980,0.074
County,Butte County,01/01/1998,1998,January,N,Final,83600,74900,8700,0.104
County,Calaveras County,01/01/1998,1998,January,N,Final,13460,11840,1620,0.12
County,Colusa County,01/01/1998,1998,January,N,Final,8400,5510,2890,0.344
County,Contra Costa County,01/01/1998,1998,January,N,Final,474800,454700,20100,0.042
County,Del Norte County,01/01/1998,1998,January,N,Final,10020,8830,1190,0.119
County,El Dorado County,01/01/1998,1998,January,N,Final,76400,71600,4800,0.063
County,Fresno County,01/01/1998,1998,January,N,Final,365900,304700,61200,0.167
County,Glenn County,01/01/1998,1998,January,N,Final,10180,8310,1880,0.184
County,Humboldt County,01/01/1998,1998,January,N,Final,60600,55000,5600,0.092
County,Imperial County,01/01/1998,1998,January,N,Final,55900,42400,13400,0.24
County,Inyo County,01/01/1998,1998,January,N,Final,7320,6690,620,0.085
County,Kern County,01/01/1998,1998,January,N,Final,276400,238600,37700,0.137
County,Kings County,01/01/1998,1998,January,N,Final,41500,34400,7100,0.171
County,Lake County,01/01/1998,1998,January,N,Final,23130,20390,2740,0.118
County,Lassen County,01/01/1998,1998,January,N,Final,11620,10040,1590,0.136
County,Los Angeles County,01/01/1998,1998,January,N,Final,4466700,4166600,300100,0.067
County,Los Angeles County,01/01/1998,1998,January,Y,Final,4485400,4200000,285400,0.064
County,Madera County,01/01/1998,1998,January,N,Final,50800,43200,7600,0.15
County,Marin County,01/01/1998,1998,January,N,Final,131400,127900,3500,0.027
County,Mariposa County,01/01/1998,1998,January,N,Final,6710,5940,770,0.115
County,Mendocino County,01/01/1998,1998,January,N,Final,41560,37020,4540,0.109
County,Merced County,01/01/1998,1998,January,N,Final,83700,67700,16000,0.191
County,Modoc County,01/01/1998,1998,January,N,Final,3850,3210,640,0.166
County,Mono County,01/01/1998,1998,January,N,Final,6950,6490,470,0.067
County,Monterey County,01/01/1998,1998,January,N,Final,184700,150700,34000,0.184
County,Napa County,01/01/1998,1998,January,N,Final,58800,55600,3300,0.055
County,Nevada County,01/01/1998,1998,January,N,Final,41720,38850,2870,0.069
County,Orange County,01/01/1998,1998,January,N,Final,1411700,1369100,42600,0.03
County,Placer County,01/01/1998,1998,January,N,Final,112300,106400,5900,0.052
County,Plumas County,01/01/1998,1998,January,N,Final,9540,8020,1520,0.159
County,Riverside County,01/01/1998,1998,January,N,Final,649800,606000,43800,0.067
County,Sacramento County,01/01/1998,1998,January,N,Final,558500,525700,32800,0.059
County,San Benito County,01/01/1998,1998,January,N,Final,25600,22000,3600,0.139
County,San Bernardino County,01/01/1998,1998,January,N,Final,712300,669200,43100,0.061
County,San Diego County,01/01/1998,1998,January,N,Final,1291200,1243400,47800,0.037
County,San Francisco County,01/01/1998,1998,January,N,Final,409700,393800,15900,0.039
County,San Joaquin County,01/01/1998,1998,January,N,Final,243000,211600,31400,0.129
County,San Luis Obispo County,01/01/1998,1998,January,N,Final,106300,101200,5100,0.048
County,San Mateo County,01/01/1998,1998,January,N,Final,386800,376800,10000,0.026
County,Santa Barbara County,01/01/1998,1998,January,N,Final,191800,180800,11100,0.058
County,Santa Clara County,01/01/1998,1998,January,N,Final,950300,922300,28000,0.029
County,Santa Cruz County,01/01/1998,1998,January,N,Final,138700,123300,15400,0.111
County,Shasta County,01/01/1998,1998,January,N,Final,73100,64500,8600,0.118
County,Sierra County,01/01/1998,1998,January,N,Final,1550,1300,250,0.164
County,Siskiyou County,01/01/1998,1998,January,N,Final,18330,15310,3020,0.165
County,Solano County,01/01/1998,1998,January,N,Final,176700,164600,12100,0.068
County,Sonoma County,01/01/1998,1998,January,N,Final,239800,229600,10200,0.043
County,Stanislaus County,01/01/1998,1998,January,N,Final,195200,166900,28300,0.145
County,Sutter County,01/01/1998,1998,January,N,Final,34800,28400,6400,0.184
County,Tehama County,01/01/1998,1998,January,N,Final,23830,21220,2600,0.109
County,Trinity County,01/01/1998,1998,January,N,Final,4840,3880,960,0.198
County,Tulare County,01/01/1998,1998,January,N,Final,162200,133400,28900,0.178
County,Tuolumne County,01/01/1998,1998,January,N,Final,19890,17740,2150,0.108
County,Ventura County,01/01/1998,1998,January,N,Final,381400,357800,23600,0.062
County,Yolo County,01/01/1998,1998,January,N,Final,86300,79400,6900,0.08
County,Yuba County,01/01/1998,1998,January,N,Final,20500,17000,3500,0.17
County,Alameda County,01/01/1999,1999,January,N,Final,709800,681300,28400,0.04
County,Alpine County,01/01/1999,1999,January,N,Final,760,710,50,0.069
County,Amador County,01/01/1999,1999,January,N,Final,13260,12460,800,0.06
County,Butte County,01/01/1999,1999,January,N,Final,83700,76600,7100,0.085
County,Calaveras County,01/01/1999,1999,January,N,Final,14260,13000,1260,0.088
County,Colusa County,01/01/1999,1999,January,N,Final,8760,6360,2400,0.274
County,Contra Costa County,01/01/1999,1999,January,N,Final,482400,466000,16500,0.034
County,Del Norte County,01/01/1999,1999,January,N,Final,9890,8990,900,0.091
County,El Dorado County,01/01/1999,1999,January,N,Final,78500,74800,3700,0.047
County,Fresno County,01/01/1999,1999,January,N,Final,370600,310800,59800,0.161
County,Glenn County,01/01/1999,1999,January,N,Final,10350,8910,1440,0.139
County,Humboldt County,01/01/1999,1999,January,N,Final,60600,55900,4700,0.078
County,Imperial County,01/01/1999,1999,January,N,Final,55300,43000,12300,0.222
County,Inyo County,01/01/1999,1999,January,N,Final,7180,6600,580,0.08
County,Kern County,01/01/1999,1999,January,N,Final,275500,238200,37300,0.135
County,Kings County,01/01/1999,1999,January,N,Final,42500,35500,7100,0.166
County,Lake County,01/01/1999,1999,January,N,Final,22650,20430,2220,0.098
County,Lassen County,01/01/1999,1999,January,N,Final,11240,9990,1250,0.111
County,Los Angeles County,01/01/1999,1999,January,N,Final,4535600,4236300,299300,0.066
County,Los Angeles County,01/01/1999,1999,January,Y,Final,4546800,4261000,285800,0.063
County,Madera County,01/01/1999,1999,January,N,Final,51800,44400,7400,0.142
County,Marin County,01/01/1999,1999,January,N,Final,133800,130800,3000,0.022
County,Mariposa County,01/01/1999,1999,January,N,Final,6350,5640,710,0.112
County,Mendocino County,01/01/1999,1999,January,N,Final,40630,36620,4010,0.099
County,Merced County,01/01/1999,1999,January,N,Final,82000,67900,14000,0.171
County,Modoc County,01/01/1999,1999,January,N,Final,3920,3420,500,0.126
County,Mono County,01/01/1999,1999,January,N,Final,7030,6610,410,0.059
County,Monterey County,01/01/1999,1999,January,N,Final,186200,155400,30900,0.166
County,Napa County,01/01/1999,1999,January,N,Final,60600,58000,2700,0.044
County,Nevada County,01/01/1999,1999,January,N,Final,43310,41120,2190,0.051
County,Orange County,01/01/1999,1999,January,N,Final,1451300,1409900,41400,0.028
County,Placer County,01/01/1999,1999,January,N,Final,118400,114000,4400,0.037
County,Plumas County,01/01/1999,1999,January,N,Final,9080,7760,1320,0.145
County,Riverside County,01/01/1999,1999,January,N,Final,678600,639600,38900,0.057
County,Sacramento County,01/01/1999,1999,January,N,Final,574500,547500,27000,0.047
County,San Benito County,01/01/1999,1999,January,N,Final,25600,22800,2800,0.109
County,San Bernardino County,01/01/1999,1999,January,N,Final,735900,697500,38500,0.052
County,San Diego County,01/01/1999,1999,January,N,Final,1336700,1290400,46400,0.035
County,San Francisco County,01/01/1999,1999,January,N,Final,417200,402600,14600,0.035
County,San Joaquin County,01/01/1999,1999,January,N,Final,245400,217500,27900,0.114
County,San Luis Obispo County,01/01/1999,1999,January,N,Final,109300,105000,4300,0.039
County,San Mateo County,01/01/1999,1999,January,N,Final,394100,385200,8900,0.023
